,user_address,ens,time_since_first_tx,total_gas_eth,number_of_txs
4309,\xcc4b0a5b8de07b69ce5936fbbfee6bdfb0a30f77,,181 days,0.7196,41
4310,\xcc62151fadf3e1af2f1ecfdf48912b1d10b4a9a9,gradacity,144 days,7.908,949
4311,\xcc7357203c0d1c0d64ed7c5605a495c8fbebac8c,machinegunkelly,432 days,9.5196,494
4312,\xcc77b474745d3cd7da479f685c0c4f92fabf2be0,,00:00:00,0.6203,1
4313,\xcc8e15788030bb5ea26698b7b88c95dbdadf4bdc,,197 days,0.2711,13
4314,\xcca11a8edb05d64a654092e9551f9122d70ea80e,,691 days,39.66,2979
4315,\xcca178a04d83af193330c7927fb9a42212fb1c25,,853 days,85.1763,3641
4316,\xccb500f042a25ea50d4076cee6f0d6c7fcd488d3,kramer,1353 days,23.6803,1784
4317,\xccb629fa521180242c85696ef58f0b674851a97f,,22 days,0.1417,26
4318,\xccca090eb597e074204872574c5c4eac99c75a16,,206 days,0.6074,37
4319,\xcccd3b0a375e8d864c5533f3beaef8467530e4aa,,156 days,3.1724,138
4320,\xccd3edb8cb78074b274f0bd86e013694cae3fc33,fernclifftihas,363 days,9.1713,257
4321,\xcd0d4cdb238eec15fcf4ff9d13d5a59051e507d7,,401 days,22.1243,1357
4322,\xcd5038e97772b7f7d95310185587176b55512029,,8 days,0.4477,34
4323,\xcd6849791adb0e5db2e5ac1ba120f318e18c866b,,8 days,2.5444,13
4324,\xcd6d38c55cfe841894f27f9a632612bbe1e3c850,,86 days,0.0632,8
4325,\xcd7f6b72049c3b54416f9f26392cb271e74ca3fd,,1275 days,10.496,687
4326,\xcd949b3439a8f84f2465d468b00eb573b1eb5408,,180 days,21.5535,514
4327,\xcd94d3aa70986658d876ed6497636167014b1d1e,metaparcel,1229 days,7.9023,526
4328,\xcd981d4402a3d88fff43afdc5926514bdb5824bd,exalted,141 days,10.0284,932
4329,\xcda54f82379d6d33b2a761c0f7f5fe248dd87710,icyboost,111 days,18.429,622
4330,\xcda62bcbad763fe4b8ec8804b844a9849516d27e,capcentre,165 days,4.8608,462
4331,\xcdc441998bd58487eb7fb8e5f6a1b383771086d0,,174 days,1.3111,81
4332,\xcdcbd44526006122306293e4e2ae7f2d7352363e,,66 days,3.0797,501
4333,\xcdf56ecbb91d301f2deca21b561cfece9c0f7e73,,242 days,6.8141,283
4334,\xce33dbd4aff2e53e1ca5e5568db13e487666e5a6,macauley,173 days,0.2638,68
4335,\xce41312f35fd1f7663d3b7a63255e45eb7db43bb,,4 days,0.2585,12
4336,\xce4c173b82ec29d26bcd4611571b004db04353e9,,127 days,0.0281,9
4337,\xce4c3fb0aa1307554c5edd6027aa5e617beffb83,,23 days,1.7036,37
4338,\xce53dcf94e9dadc8eb56b67e581e8003138460bd,0xnotorious,99 days,2.9173,303
4339,\xce5ace7199bb112b89f5969e8ed3e0c3ac866b87,,114 days,0.1824,18
4340,\xce746f9feb131bf249cd927fb354f7411d659462,,00:00:00,0.6036,1
4341,\xce76defd266da3efaa46b21162ac0e5f0f43a440,wahndo,7 days,0.2161,20
4342,\xce7c0e0a029f13834aae7b1f4d77702eb2b3abbf,,3 days,0.369,5
4343,\xce9000536c859b6807c3986b03b73b54e8747cdf,,211 days,50.9138,1265
4344,\xcead03574e4b930ee871bf8bb49922148a63a8e6,giamdoxlong,111 days,9.094,600
4345,\xceb8237a1cbb5823e0739e98d8971ce300a83b96,brunoalano,161 days,0.2662,41
4346,\xced48111bd2a4cd9f4d5e733a4d92c7450cc8c72,urbanyeti,23 days,13.0516,488
4347,\xcedabd24f084df49a1abb56783d404c943e503db,hojhjj,98 days,45.3651,630
4348,\xcee43b594841d15728261d0fc6f1157bcc909401,,1362 days,13.0322,264
4349,\xcf11d5bfd84a81636fa7a67440d905d3deec1976,sincero,6 days,0.2799,21
4350,\xcf135f02ff1b63090c23d1ae4c46b216185f9d55,,111 days,5.8333,346
4351,\xcf1cff27a705acce78788c78fb61d3f87801a423,,64 days,17.3201,118
4352,\xcf3bbff82e2cfb6826cf12ace7ccd0f9cbcb35f4,,82 days,7.5509,432
4353,\xcf4f87670fed8e088d30586ecd5b6ec3a30433c4,,21 days,1.1724,13
4354,\xcf60c0a1a4da67c7b378d4089ef4428cfadadc0e,,607 days,15.7486,1429
4355,\xcf691da799b825127425f8ee07c5d60ac5b8c876,,15 days,3.3627,24
4356,\xcf7f07940e52d52a26fdedad896330299669da4a,,00:00:00,0.9973,1
4357,\xcf803a49f6e37b92a4040e397b976939dc5d9841,proportion,111 days,25.6364,1175
4358,\xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c,definancialadvisor,1362 days,24.6734,2421
4359,\xcfa273ba0439ccee6c0536013e7e89a8c601c00b,,132 days,0.5436,35
4360,\xcfb464ed219145518247c22797f066f57859375d,,171 days,1.0148,51
4361,\xcfd78c6310e91444b74820a9b38840ba1a1dcc00,,5 days,0.0011,1
4362,\xcfe5743d4ea4b439a9401beb462af68a604e23a8,,00:00:00,0.019,1
4363,\xcfea8e38ad74ab181c20988166b8d74f8da22ef9,,492 days,1.1924,188
4364,\xd0032a23ba9a998d472f71c6c55e493197c96ab8,,131 days,4.8441,445
4365,\xd011234f584d278c716dc306015d6dc7ffa4c539,behemoth,273 days,7.4086,525
4366,\xd02ccc7f446522d0b84474f6fa13c226cf2ace24,,361 days,4.0982,360
4367,\xd0392e43557dad622db230c515ede5810e085ec4,,184 days,0.5312,45
4368,\xd03ff5274e6ff0b43cee31cafe1c40324fe5d33c,bakes,1565 days,3.2648,794
4369,\xd046114f72a73607331f782c6caaa7d60f1232a7,,00:00:00,0.0264,1
4370,\xd0464a6a6e75dd3a92c5d85b343f053f81985759,smugpepe,391 days,13.1201,822
4371,\xd04d11794b87401938e874e4db5b76bf6fe70d91,,41 days,4.1737,27
4372,\xd057355b10513d324bbee5b66fb0d59aa8d623aa,,4 days,0.1279,5
4373,\xd06608313ea30aff0c89a1b3617bce50765e5ca4,,112 days,5.5039,374
4374,\xd0980a0f458fef22e0419c2f32be1c90418cf39c,,13 days,0.1828,12
4375,\xd09c056bae9a7f7db6b72b8d1181c4327b2f6ae2,,1313 days,6.3799,681
4376,\xd0add237f1cd29c58642d53c4b6a67b0bb07a7c9,,1051 days,1.2746,150
4377,\xd0b859776667bfea916abad65ab6128b0f9156bf,sumit,270 days,13.3303,545
4378,\xd0cfe8da409d0fd31908e4913bd4547ed988b178,,8 days,1.0442,20
4379,\xd0fd6d1c05b15f5b141253f13855c86cc3e655b8,,46 days,4.0778,130
4380,\xd110d136715f42bfc4ba94308f248279b12479a5,,94 days,0.6787,11
4381,\xd12a19bd92885cde001ddb34bff0a83b57a9404e,,00:00:00,0.5984,1
4382,\xd1344833f3ccb6359583657be3d8959a18ab83b2,,184 days,1.3971,227
4383,\xd1380a4e089950ee3a23d818e24ccbbef003a432,speedyjj,184 days,26.1107,1182
4384,\xd13f8fa28d2e825f01cb61551fb75bb1cc164884,,192 days,1.622,140
4385,\xd17c2c48bf79eaaa6093aeb4905c6863f85e3e69,,00:00:00,0.4262,1
4386,\xd1816c9283e623663ea5a96f2435e565f627d1f1,thenightfox,162 days,2.0073,182
4387,\xd1a8e61252db6ed86633e536be445c6f4296d875,,180 days,0.2065,33
4388,\xd1b0447c20f4bb41cd34f74a4493f4c3b4ebe0ae,,23 days,0.4212,26
4389,\xd1b691939a14ad8f417e453047f6aa29fbaf144c,,161 days,1.272,127
4390,\xd1bea81dd97d4fcebc5b25686bdca04deff3991f,creativitydao,1365 days,13.7922,677
4391,\xd1c053ced027ef33b8acbb10aeb7711987b29554,,146 days,37.1006,923
4392,\xd1df1c40832ef19e8e1a015256bb0ae70dbac58f,,17 days,1.3976,53
4393,\xd1e70fd5cd83380ba4928df1410e9729f22d523d,,191 days,1.1068,106
4394,\xd1ed646fc4d4ee40c6212ae71cdf4cda6bb18d95,,1099 days,0.1835,22
4395,\xd1fb663209f8560b324ad8a640ecb07c43dbf96a,,00:00:00,0.9973,1
4396,\xd1fc6c2c64268a854a766196cdab99bc04bf4e44,antinft,163 days,3.089,371
4397,\xd20bb4de7407550193cbb620a9663f61235c076d,,361 days,2.0549,134
4398,\xd20ce27f650598c2d790714b4f6a7222b8ddce22,manekari,440 days,21.3677,752
4399,\xd20d26ccb97a246caa0c5d82046b8a263fc3e8f4,,170 days,3.6292,65
4400,\xd20f3a541f9ffa585b07440edfb1cf0cd596e8b6,ethereumgiraffe,1518 days,1.0527,96
4401,\xd2165c20f83d6b7a2c243c49629e82a222392efe,,82 days,10.7272,329
4402,\xd2277980a197dcf7937bd36751c94e9a8e6ce3c7,,10 days,1.0207,51
4403,\xd231b942b5e1b3d3ecd6fac087d6d4e1c68a58ca,,34 days,4.0152,44
4404,\xd24517f8c4c5f8cd34356d2b4bdbe6999714bba4,,33 days,4.6743,236
4405,\xd252f3f00db846fbe7716adb5c0ca95388c1fe73,,144 days,3.8821,209
4406,\xd260e3f37cfa3c1e216b234051f1decb2fa064d5,,00:00:00,0.3391,1
4407,\xd267b2a48e5ed337968ed04aee8745e8d7e0cf48,,24 days,1.5275,7
4408,\xd26d6e324b40f4f0f533e3d6a781f6e602bc2549,,333 days,7.7873,372
4409,\xd2927a91570146218ed700566df516d67c5ecfab,🐸🔗👑,250 days,19.2796,1256
4410,\xd295b1f23a68be9ad649eb6beb0f2f9f41f9aceb,,148 days,0.3619,25
4411,\xd2bc00b438fb54c6366e3f9aa77944755b509b94,,142 days,13.271,625
4412,\xd2ce2670a6428c9ba41c2878a498a2a8c0c1748c,,1323 days,20.9867,1566
4413,\xd2d165a11f92edeef6fb68991bc2fe21d5763cd6,,92 days,2.2526,56
4414,\xd314a6de713629988527bae1d6bd09444bb58a83,,35 days,3.4848,133
4415,\xd31c2f1cd8c77b49d5c0df85e27e7930796fde12,,34 days,2.2213,111
4416,\xd31e15811507f9e6308a0d9dbb3b0aaa60d69c4f,kamvreto,369 days,7.3367,820
4417,\xd334b7afaed32bbe62d47ccc28a34cf96cc99822,,165 days,0.9514,152
4418,\xd36954df517cfd9d533d4494b0e62b61c02fc29a,mythin,110 days,4.2958,584
4419,\xd3702444435ca389e3dcd6737e804e9c7b8d3f2f,rektguy,202 days,3.5926,103
4420,\xd37073034c04c9909802d8d3c61b2867c9d21413,,1337 days,1.6831,335
4421,\xd3723db17950fc8ad87ac62a3dcc54320e754bfe,,7 days,1.1548,9
4422,\xd3746a46e1f61396af6481ee206a15b28446a593,,00:00:00,0.0264,1
4423,\xd39805acf649f1f75af926d5303f68950037da1b,,35 days,0.1713,11
4424,\xd3ac981959d461c1b3a1ad6aec05c0f61e19082e,,00:00:00,0.4432,1
4425,\xd3b335dfd4dd62071107f44923ad8de2e6849223,,15 days,0.0348,3
4426,\xd3c1b9a1959b8be13252546871d37d83100caf8d,madebymetsa,305 days,1.5926,156
4427,\xd3c7485accdf1ed393812b86d397c08ee4ae5893,,167 days,3.4422,433
4428,\xd3d395877d7f5015cf98ba9a8645f13170863041,denderkief,1406 days,34.8607,2035
4429,\xd3f5e357b72209221b40042927802cf6735b8f29,,376 days,13.9543,677
4430,\xd3f5ffe24c2e29f3b05a9ca890ec2aed6a5b281e,,2 days,1.1005,44
4431,\xd4091d661a44648d61bd3bb51e129d0d60892056,,359 days,17.6031,1912
4432,\xd42232f71cbe011263f5a4381221d182ace3d8be,,249 days,0.6871,54
4433,\xd42a4deab2bdc576733b4925bd199cfdfdfc55dd,,103 days,1.2915,144
4434,\xd42fab871e708308a178798edd7eaf63638ce519,,21 days,0.868,92
4435,\xd430eb2f8b8ff47871732f391a313c70c7fd1da4,,197 days,3.3531,428
4436,\xd44f356586a54c16ab758336b4f2eaf88670b4fe,mihiii,86 days,10.4897,964
4437,\xd450072e95d91b5f6e8e2f963d57358882bb0dc9,,39 days,10.1005,202
4438,\xd47c0f2c2da1465fd47cc052941d2fbcd9191698,,9 days,0.1521,26
4439,\xd488cf71ccce04467d17c8dc9a6fe7d7b12dbd7f,,106 days,0.8172,67
4440,\xd49322add203c8e04acdd53b7ff14b5e0ac861d7,reubs,122 days,16.6166,1015
4441,\xd4a08cf067c83d1b2cc1d26831569b7850804be7,,249 days,14.7375,568
4442,\xd4a91f8ae7ee73ffa5d00fce545a6c918b45c293,,25 days,0.1981,11
4443,\xd4aafe4fb0afb11f1442ad78b900beff1aa246a8,,1427 days,1.6341,30
4444,\xd4bbc1b0cbd2df8052939ca02edaa0197b8facc9,,36 days,12.4951,340
4445,\xd4c5211966074126b8f932596a26a34e5ae31d45,andrewz,135 days,2.0184,160
4446,\xd4db6d8ef756141de0d838808ddb8ffcd847d7ff,thedave,163 days,25.7393,1297
4447,\xd4f3e45065d71a060c5faf8629ba9304cca535ac,,120 days,1.5055,121
4448,\xd505670ad549629a67be2c20c12e930599345366,phenny,57 days,3.5843,436
4449,\xd505aea3a8822ec0963304a41af1ef4831b04190,,7 days,0.9452,53
4450,\xd507d4af71088bafbf2ea0cdb6962694f850de01,ishotthesheriff,344 days,4.5783,707
4451,\xd5121b392fd5f92e1262fa36fb47856da5aded1c,,23 days,0.4489,24
4452,\xd514f2065fde42a02c73c913735e8e5a2fcc085e,catdicax,859 days,3.6863,1533
4453,\xd51b8a264e2d181edb0b4f1d148e3df97c110223,,173 days,0.1761,11
4454,\xd5236cca5bae6e09d044ade099397ebc30f52131,,83 days,0.6132,51
4455,\xd52d391ebdfe9708346fa5017076d5d190493f78,,302 days,1.9013,205
4456,\xd52f6a76bd5655ffcefae54abf2d27b0c6e88e78,arabsex,170 days,1.2341,166
4457,\xd535df9fd65fc2faf3edc6769ccc13494f77a700,,52 days,2.443,156
4458,\xd53dad2e0f126f168e10a82d6cbe3bce3b861449,gyopo,110 days,1.2119,124
4459,\xd55658f42b18a69c4323bb8971c043d8ced885ec,,,,
4460,\xd563a43e624a4f69bb82d3ff5e2768134a9c8c27,,224 days,2.4763,309
4461,\xd565e5aa7f91d7628ef01eb7f4f409f739378af1,,249 days,0.9879,80
4462,\xd57f5d1c30de1d45149bc2d9cf528374d17f10ab,,117 days,1.3991,93
4463,\xd593a113b27fb868c6c746dee3973b20321d64b8,,8 days,2.0593,11
4464,\xd595710aedaba1d2e18bfdbab46ab796664c6d89,,176 days,27.6706,1485
4465,\xd59bf1f0d587f5ce1bde60f072fbe4fda184b321,,11 days,0.1142,7
4466,\xd5a771da32a392036a98f7da6b11d46d6d1c61f9,sladdict,156 days,32.4796,1986
4467,\xd5a9c4a92dde274e126f82b215fccb511147cd8e,0x541nt,1153 days,163.9355,3716
4468,\xd5aa5739d1b62edca74c2547bc95eda8da37182e,,111 days,5.1661,368
4469,\xd5cbfb510cedcb41923522f2dfa02582b59f563e,,7 days,0.0922,5
4470,\xd5cf0b4851bf23ae9cf3d8725b72b7c1614af833,,19 days,0.963,43
4471,\xd5d9086688b5c7fc619a946867aded4f016ac0ac,,61 days,0.5529,67
4472,\xd5e1f385c6ab7b6ebee441a6674ac9cf94285a70,,11 days,0.1495,21
4473,\xd5e8a9a3839ba67be8a5ffeacad5aa23acce75bb,,116 days,7.3134,819
4474,\xd5ef94ec1a13a9356c67cf9902b8ed22ebd6a0f6,a-rod,36 days,4.2817,180
4475,\xd5fe8df39fdbdbdb55fba0e2078306656ad706cb,anonbanana,73 days,6.5147,227
4476,\xd600ee8c118b0617cac8b0c297eaa54631857fb1,,101 days,4.5641,535
4477,\xd603a718daee2a8ae1827e23bd1637e7d7183fff,,134 days,1.7708,261
4478,\xd60e1b84d2fac7b58d376693e36353c031808bb0,,1103 days,3.6546,222
4479,\xd62c014b45a35f78bcf465d75ada029c94fdabf9,discobiscuits,177 days,6.604,466
4480,\xd640ee3a5c590786aab56aa4795d3a41de90a005,,23 days,0.0478,3
4481,\xd6437521a5c8c868f818398ad64b1db0bce604c9,,242 days,1.4512,164
4482,\xd657860fc512ec2250a7385a353f599e3276fddb,point618,808 days,15.3034,1715
4483,\xd6756d55ee43b61d3362c0678fbba85d755e659c,chalkapp,1364 days,2.4592,223
4484,\xd67cd8a0d71c8974d0bc78400f023fc2aa4f9b0d,,174 days,1.3901,80
4485,\xd68533dec332ab19fb3e9b79dbb76a650935f0e4,,8 days,2.4983,13
4486,\xd68591797a16ba35ff51f714bafcdbf7cb2566e8,,21 days,0.2881,35
4487,\xd68c599a549e8518b2e0dab9cd437c930ac2f12b,,4 days,1.6286,97
4488,\xd6a2d212beb2bc5c45480920c68925d5ae1e6abd,spookyjoe,121 days,3.8687,532
4489,\xd6a6e5bcd43caf9d8702a151f53b1f07aa1765f7,,170 days,2.9471,136
4490,\xd6ce783626d04b0db46751f3c58c0f2ed66093e2,,74 days,2.6995,69
4491,\xd6ceca02d762d69c467683247480e746a8eee91e,,41 days,8.6807,214
4492,\xd6d02c74db1e2a4c91a4d08b2234b2ca7892a592,,81 days,0.72,162
4493,\xd6dd6961d3224958fcd306b76a991ab974ec1ebc,purpleape,194 days,11.0122,767
4494,\xd6deab92e87fff5d91461298ffd3541684e50d6e,,00:00:00,0.0257,3
4495,\xd6fa29dc1a4db2ca919b2428fa39afec716c96d6,,13 days,6.21,170
4496,\xd714db100410caec820c0161f5f62b7195b625f2,,15 days,0.2699,24
4497,\xd71a41ec000089ae99873afb4d15cc7d54dd95bc,,277 days,28.7578,1554
4498,\xd73417c4a65822465511acab078ee0ac2040c1d2,,219 days,4.2612,397
4499,\xd7510c55745df5f7ab75a8cd7f4ed1d8aed04a01,,230 days,6.0562,474
4500,\xd755e32a730a880df6aeb87bb0d911525919d142,,77 days,0.3733,40
4501,\xd75607721247b27fca4ff02d3819e8ec54a8031e,,407 days,19.5563,788
4502,\xd758bf1da4b9683454b97988175aa6f9419c2b39,,1357 days,3.0583,240
4503,\xd75a5efc33592ff5f6d871ead77d8fa11d90f895,,157 days,18.2728,542
4504,\xd75e790c426dda70a0a6cc9fb083e650ad493315,,57 days,1.1954,171
4505,\xd76040b01fa18843f8983dbb1b40d3a64b5b771a,emergencedao,113 days,8.264,542
4506,\xd765d602c4e03dd7db10a42622825ee5dfc1881f,,57 days,11.8697,219
4507,\xd77819b9a187d8a93fd1c7a31b70dc555bd67187,,8 days,4.6517,22
4508,\xd77d92f3c97b5ce6430560bd1ab298e82ed4e058,,123 days,4.219,468
4509,\xd782fcbc3bba63a08828be5f4aa59ce93aff7697,,36 days,12.182,242
4510,\xd791427e372186e90637caf1d6d6afb054beec7a,carlisle,1478 days,7.762,2049
4511,\xd7927d0d47327449890f39a620dc651b66502df3,,303 days,15.2577,1402
4512,\xd79315d3473e6f23ea3111bffeb2a8653cbf277a,,8 days,0.3077,8
4513,\xd7a616f3366859a28dae02c36a302b4f6b1f9c26,,62 days,1.9037,29
4514,\xd7bad5eff26389b4ee7822690207b13106e03d43,,113 days,23.4937,639
4515,\xd7ddf70125342f44e65ccbafae5135f2bb6526bb,,394 days,22.5374,1124
4516,\xd7f36d390b357984d2387129bc796b1be1a28ccc,,184 days,3.4248,433
4517,\xd7fd9f8dde5b006815fc3eac8fe510290342909a,,167 days,3.4509,248
4518,\xd815feaeb858838690440f7298eb0465b27a7ff4,soror,1332 days,16.7618,866
4519,\xd817c48a6a227ed9700eebcf55f14516a3cdf7bd,alwaysape,171 days,3.5246,428
4520,\xd81aaee1205bfb271bf9eb2da4d596316d9ea0ec,,73 days,18.7958,469
4521,\xd83daee534fdcf461df67c454d325059b3b952df,,368 days,1.6705,138
4522,\xd83fd6bd09078034fdc0aaf16ea17cc70aa3bd3a,,27 days,1.4381,32
4523,\xd8758354945360a603bcbe1bb31c56383f6feff3,,98 days,1.3743,165
4524,\xd88227fc237177a9692e1fd34bae5d4aee7a9e7f,,182 days,0.4085,42
4525,\xd887758a36bbf3c44ba3f1ffa0d8ff8d536cc129,traderjoe,429 days,66.0211,4363
4526,\xd8891897f4b87af7a79b116ed170d976c7646fcc,soleus,28 days,13.0727,197
4527,\xd88d4f99adc42a57e5949c94fdd984f43811f344,,361 days,24.1451,1681
4528,\xd89b71c741715704087b8248ffa01f6bb85fa9d4,retrospect,84 days,2.0496,307
4529,\xd89c794606e0de854e3d29b08222ff572369593d,,7 days,1.7586,13
4530,\xd8aa8b1b0d7c5cb089652c219b17204111ee25af,,354 days,5.3988,319
4531,\xd8acb8058b7d61defed531fb21200bd7ca3512cb,,7 days,0.1404,8
4532,\xd8c6b22d5514948c776b3c7d2b6e9669ae008f6a,,77 days,0.7843,48
4533,\xd8e10e7ca46d7738929dfdeb2aaf59837b3ccc8b,,00:00:00,0.2169,3
4534,\xd8f0a91084541faeaeb1af1b21eb0f6cc21ff9b8,,00:00:00,0.6183,2
4535,\xd8f0e63b9d3ef020ecec14080400ac924cce73f4,,7 days,0.0042,2
4536,\xd8f83e2051934951e9aeb016eb3be8c84bd4f22a,,40 days,2.725,173
4537,\xd8fbd6a7f35b8af94910259d103dc261af913b3c,keepstaking,170 days,8.7832,621
4538,\xd90664d053873c8cdd492b21fca3ec98ca923edc,mydegenfrens,143 days,1.5753,144
4539,\xd915e6c3b88f16f9359127756b8d28e9a2f3e737,,187 days,2.367,83
4540,\xd946f4983dce96a0057e34ebd27f807125504d15,nftc,218 days,22.4344,1125
4541,\xd97bf3e2c32c4f4232cbcb23721d53632cc36f97,,7 days,0.0115,2
4542,\xd993a3a87d8140f507bb08ef82adf0edaa5b56aa,,35 days,5.3132,64
4543,\xd9a64ab214cc849ae97c67a40caac2a71e38acf3,,105 days,2.6016,80
4544,\xd9c0558dcc5d336e367f997a23957b6a8b3c6c86,,105 days,3.5755,234
4545,\xd9c3415bf8600f007a1b4199df967c25a3e00eea,,87 days,13.8033,1610
4546,\xd9d19d8d5482b3d91b11ddf060462aee99e6c1c8,,96 days,1.4032,198
4547,\xd9d23db5632262033ad9f73ac8fbba8d76d00188,wawin,1193 days,33.6803,2482
4548,\xd9d8a53c75c3f86ef4937b912bf19624b647c8ea,,183 days,0.2765,34
4549,\xd9e59b892a7c89cd2b0f7a3332ec19a6d9120377,,8 days,1.4039,13
4550,\xda1129fba2a7c93b438b389d3fcb382372377e85,,87 days,2.1509,180
4551,\xda1ed835ad24fa87a7c77651699afbfb2c2e3ac9,,1349 days,0.3114,162
4552,\xda27937582b0ed4211e9c322778658b7b151e44d,kmao,28 days,9.4479,315
4553,\xda2a6295a6223e15d2e1bb3f03539be74c376580,,13 days,0.8701,55
4554,\xda36ddbca26a50681b76aa479dd361fb7e4f4cf2,,713 days,1.0825,122
4555,\xda4807e777e2e4a6b2ab075bdc0aef459e708cbe,,1169 days,0.3801,52
4556,\xda4a49359fa06397960dd8f02ac7aa02315461ce,,146 days,2.8312,57
4557,\xda560fd7f97b7584216d2ec15b72da6d73fb765f,,140 days,2.5619,23
4558,\xda69e47455c751b865cf6b86d0b4fe99ef8a4d91,,2 days,0.0359,3
4559,\xda6ad74619e62503c4cbefbe02ae05c8f4314591,16192,178 days,54.3476,2193
4560,\xda6bb8c5507aff8c9ed9d787c1e8a82a0a79d629,h4lt,202 days,15.688,809
4561,\xda6dc643fc0fe5d1bc9aadc89019d40685649430,,00:00:00,0.6036,1
4562,\xda75f63b9cb1cf7668bb0ee34fa718bc1cb5bbc1,doodlelabs,40 days,0.8713,137
4563,\xda926034bd3e0b16496d983aa909329f29aeacfa,,309 days,8.9663,979
4564,\xdabc0fc8ff02c784871e1122784dd9af15aaf0d7,,57 days,18.8347,458
4565,\xdad3c0edda148c4bb8c4871c300801efae28fc40,,23 days,1.1943,120
4566,\xdae386aeb8848cdafd00f2c045516e30222571dd,,140 days,3.7271,279
4567,\xdaed15eb94698cdd18cc2dae0a5acdad77e63ddf,,360 days,16.5894,639
4568,\xdb01fedf75c733a46ae97676445b6180d8826455,,57 days,1.9054,218
4569,\xdb11a6d33ecf418f26c0fc1020b7c7d9d32bb962,,21 days,0.4321,18
4570,\xdb23899c71ca7a8647cc649d73188804593ff4b7,,366 days,1.1593,105
4571,\xdb24106bfaa506befb1806462332317d638b2d82,,110 days,5.8139,541
4572,\xdb29c08d0a11d376a54eaabbaa89eb7853e32da5,unstable,116 days,3.3832,348
4573,\xdb3ccd266ed8f6e0f7f789b1dd7dd504e9c8d72c,,115 days,1.225,190
4574,\xdb50f37234280d8a860301ba1040ccf89fe65426,,26 days,6.3377,122
4575,\xdb5fcc089d9ea5fb70b9fb3cfad83efe8ca22965,,118 days,2.3945,34
4576,\xdb618626a9a38586e9b8ed999948f2a6c761b964,,87 days,2.9215,317
4577,\xdb6c1bb58b54705523aeec456d6aca1b3c8e39ef,,166 days,3.295,103
4578,\xdb75ae62eec74e21d193ad27713c703a9bc84ead,nod,63 days,7.2799,346
4579,\xdb8799417a1287f7ef8935d570ffb7f413c59f13,,106 days,1.0509,138
4580,\xdb9f9c287a7d1d8bb844ed879b40d2a3b800ec45,,00:00:00,0.3989,1
4581,\xdba03b04ea0221eb0c3fac55f4682cc738672cfd,,2 days,0.0551,6
4582,\xdbaa8f4cb6308838563fb6be9ba9c6efe57692f2,,603 days,13.5197,421
4583,\xdbb643740ce08ad124dd5ca747845fe798f12624,,22 days,2.0416,54
4584,\xdbccea4c4fbe723aca82fd4bd605d80617f53d68,,14 days,0.9126,44
4585,\xdbdb4649dfa2266fb3f38c737ff0d7ed05b2feae,,178 days,1.4478,79
4586,\xdc03f1088a6fd4655fa0b7a36d2ce9fa0fac34ae,,123 days,0.8553,110
4587,\xdc0c9924dd2509105f6f6bc322e35224f342bd12,,270 days,0.6901,32
4588,\xdc0f2f43139064cf0083a837debaba004d9bfa3d,kingseahamjr,1812 days,0.2982,32
4589,\xdc265d18126ba11b414d4bdf10ba4a08f5eb0f03,,166 days,4.0408,241
4590,\xdc2ee21439a75a3794b8a1c7734548067ba2e6f7,🏝🏝🏝,1248 days,1.9279,240
4591,\xdc314fa9c9b7b6b01cba7069d1ae6474cb2c469a,,17 days,10.2111,33
4592,\xdc4471ee9dfca619ac5465fde7cf2634253a9dc6,c0rv0s,760 days,8.0278,917
4593,\xdc49b03f8c565494b3f5608b7b0edb322e0de476,givethtak,210 days,27.811,630
4594,\xdc71f1eb85db8e8951476d3e37527c4fb0ea3b21,,91 days,1.684,35
4595,\xdc790939164e1ad7962b1568ecb727d8463608db,,235 days,28.6036,932
4596,\xdc7b5db4ff464f172a4870b1b91834b51ba2b6c2,douzo,100 days,0.1864,39
4597,\xdc7d0d897e1b7998c780d16b3c08482a74e71f33,,593 days,14.4927,979
4598,\xdc90095b686b3cc63e7c2431dbb6645e4eb3bacc,,141 days,1.215,143
4599,\xdc9223d287bbcbd0bee3d2bd1b05a2ad846efdd4,,4 days,0.0594,1
4600,\xdc94028e86d84c9f71aee7e824ade9efca32fe8d,,35 days,4.8506,26
4601,\xdcaa90d9f3b75cda80764326f6594b58d0585d21,,208 days,1.6712,183
4602,\xdccf425767b721696d3b5dc3b8deefce8e169396,,00:00:00,0.3261,1
4603,\xdcf5bf70535f3680a5ad5e16ee485153546e1ea0,,19 days,4.8204,256
4604,\xdcfd6d6e63f15a391d96d1b76575ae39ad6965d9,,386 days,10.2712,602
4605,\xdd10947477a7ff9e77dc241945fad57c0c8a0b11,,21 days,1.5202,87
4606,\xdd1c9497b858395de5f340560dd1d667bc93c618,,343 days,11.2034,826
4607,\xdd1df994af2fb033b4d5325f6a8b7cf8eff54b4c,balon,180 days,4.9085,291
4608,\xdd1e6fee5428f89391963adc501d6a5fb9d9997e,,402 days,16.8557,1438
4609,\xdd23abb2227b4a3add86051810e03791f41c34e4,breen,190 days,26.9139,1830
4610,\xdd27bae6ecef001d7c45ff3fb035db2fae7ba262,,139 days,2.9727,93
4611,\xdd2d05f3b12334bfab7988db53868f92982a00ba,artblocs,119 days,0.24,31
4612,\xdd3fec8db809822186cc3e76bfd3c3be4e934550,,73 days,9.8793,95
